SiteNo,SPOFQuestionId,AnswerValue,OriginalMarker,DetailedComments,SourceWorkbook,SourceSheet,SourceRowNumber,SourceColumnStart,SourceColumnEnd,ValidationStatus
DEN05.02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,91,94,Valid
DEN11,4.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,95,98,Valid
DFW01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,99,102,Valid
FLL01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,103,106,Valid
FLL02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,107,110,Valid
JAX01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,111,114,Valid
JAX02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,115,118,Valid
LAS03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,119,122,Valid
LAS04,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,123,126,Valid
LAS05,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,127,130,Valid
LOU02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,131,134,Valid
LOU03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,135,138,Valid
LOU04,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,139,142,Valid
LOU05,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,143,146,Valid
MSP01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,147,150,Valid
NAS01,4.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,151,154,Valid
NAS02,4.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,155,158,Valid
NAS03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,159,162,Valid
NAS04,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,163,166,Valid
NAS05,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,167,170,Valid
NAS06,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,171,174,Valid
PDX01.01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,175,178,Valid
PDX01.02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,179,182,Valid
PDX02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,183,186,Valid
PDX03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,187,190,Valid
PDX04,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,191,194,Valid
PHL01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,195,198,Valid
PHX01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,199,202,Valid
RAL01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,203,206,Valid
RAL02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,207,210,Valid
RAL03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,211,214,Valid
RCH01,4.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,215,218,Valid
RIC01,4.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,219,222,Valid
RIC02,4.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,223,226,Valid
SLC03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,227,230,Valid
SLC04.01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,231,234,Valid
SLC04.02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,235,238,Valid
SLC04.03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,239,242,Valid
SLC07,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,243,246,Valid
SLC09,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,247,250,Valid
SLC10,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,251,254,Valid
TPA01,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,255,258,Valid
TPA02,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,259,262,Valid
TPA03,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,263,266,Valid
TPA04,4.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,60,267,270,Valid
ABE01,4.0399999999999991,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,7,10,Valid
ATL01,4.0399999999999991,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,11,14,Valid
ATL02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,15,18,Valid
ATL03,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,19,22,Valid
ATL04,4.0399999999999991,Yes,x,some are dual feed,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,23,26,Valid
ATL05,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,27,30,Valid
CIN01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,31,34,Valid
CIN02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,35,38,Valid
CLT01,4.0399999999999991,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,39,42,Valid
CLT02,4.0399999999999991,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,43,46,Valid
CLT03,4.0399999999999991,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,47,50,Valid
CLT04,4.0399999999999991,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,51,54,Valid
CLT05,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,55,58,Valid
DAL01,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,59,62,Valid
DAL02,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,63,66,Valid
DAL03,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,67,70,Valid
DAL04,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,71,74,Valid
DAL05,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,75,78,Valid
DEN02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,79,82,Valid
DEN03,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,83,86,Valid
DEN05.01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,87,90,Valid
DEN05.02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,91,94,Valid
DEN11,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,95,98,Valid
DFW01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,99,102,Valid
FLL01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,103,106,Valid
FLL02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,107,110,Valid
JAX01,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,111,114,Valid
JAX02,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,115,118,Valid
LAS03,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,119,122,Valid
LAS04,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,123,126,Valid
LAS05,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,127,130,Valid
LOU02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,131,134,Valid
LOU03,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,135,138,Valid
LOU04,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,139,142,Valid
LOU05,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,143,146,Valid
MSP01,4.0399999999999991,Yes,X,"As of today yes, as of full load no. Intent to install trasnfer switched during phase 5 buildout.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,147,150,Valid
NAS01,4.0399999999999991,No,X,Utility/ Generator,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,151,154,Valid
NAS02,4.0399999999999991,No,x,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,155,158,Valid
NAS03,4.0399999999999991,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,159,162,Valid
NAS04,4.0399999999999991,No,X,Single source,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,163,166,Valid
NAS05,4.0399999999999991,Yes,X,Duel utilitys along with duel power supply on some,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,167,170,Valid
NAS06,4.0399999999999991,Yes,X,Duel utilitys along with duel power supply on some,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,171,174,Valid
PDX01.01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,175,178,Valid
PDX01.02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,179,182,Valid
PDX02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,183,186,Valid
PDX03,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,187,190,Valid
PDX04,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,191,194,Valid
PHL01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,195,198,Valid
PHX01,4.0399999999999991,Yes,X,ALL UNITS HAVE DUAL POWER,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,199,202,Valid
RAL01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,203,206,Valid
RAL02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,207,210,Valid
RAL03,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,211,214,Valid
RCH01,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,215,218,Valid
RIC01,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,219,222,Valid
RIC02,4.0399999999999991,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,223,226,Valid
SLC03,4.0399999999999991,Yes,X,"We power our cooling devices  equally spread out across our utility source. All of our cooling devices are grouped together per colo and powered on or close to the same power panel. Some on main boards and other on feeder boards. For the ones on the feeder boards if we lost the main breaker, we have no backup. The question is asking for N when all of the electrical connections are single path from the ATS. This means that as long as the ATS has dual sources then the devices have dual sources. I bring this up as alot of our equipment was designed to have dual sources supplied, and we do not have that infrastructue inplace.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,227,230,Valid
SLC04.01,4.0399999999999991,No,X,"HVAC is distributed through multiple distribution panels, but have the same upstream breaker.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,231,234,Valid
SLC04.02,4.0399999999999991,No,X,"HVAC is distributed through multiple distribution panels, but have the same upstream breaker.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,235,238,Valid
SLC04.03,4.0399999999999991,No,X,"In colo 3, HVAC is split between ""A"" and ""B"" sides of switchgear with diverse paths but single utility feed.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,239,242,Valid
SLC07,4.0399999999999991,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,243,246,Valid
SLC09,4.0399999999999991,Yes,X,"We power our cooling devices  equally spread out across our utility source. All of our cooling devices are grouped together per colo and powered on or close to the same power panel. Some on main boards and other on feeder boards. For the ones on the feeder boards if we lost the main breaker, we have no backup. The question asking for N when all of the electrical connections are single path from the ATS. This means that as long as the ATS has dual sources then the devices have dual sources. I bring this up as alot of our equipment was designed to have dual sources supplied, and we do not have that infrastructue inplace.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,247,250,Valid
SLC10,4.0399999999999991,Yes,X,"We power our cooling devices  equally spread out across our utility source. All of our cooling devices are grouped together per colo and powered on or close to the same power panel. Some on main boards and other on feeder boards. For the ones on the feeder boards if we lost the main breaker, we have no backup. The question is asking for N when all of the electrical connections are single path from the ATS. This means that as long as the ATS has dual sources then the devices have dual sources. I bring this up as alot of our equipment was designed to have dual sources supplied, and we do not have that infrastructue inplace.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,251,254,Valid
TPA01,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,255,258,Valid
TPA02,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,259,262,Valid
TPA03,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,263,266,Valid
TPA04,4.0399999999999991,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,61,267,270,Valid
ABE01,4.0499999999999989,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,7,10,Valid
ATL01,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,11,14,Valid
ATL02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,15,18,Valid
ATL03,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,19,22,Valid
ATL04,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,23,26,Valid
ATL05,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,27,30,Valid
CIN01,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,31,34,Valid
CIN02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,35,38,Valid
CLT01,4.0499999999999989,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,39,42,Valid
CLT02,4.0499999999999989,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,43,46,Valid
CLT03,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,47,50,Valid
CLT04,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,51,54,Valid
CLT05,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,55,58,Valid
DAL01,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,59,62,Valid
DAL02,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,63,66,Valid
DAL03,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,67,70,Valid
DAL04,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,71,74,Valid
DAL05,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,75,78,Valid
DEN02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,79,82,Valid
DEN03,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,83,86,Valid
DEN05.01,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,87,90,Valid
DEN05.02,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,91,94,Valid
DEN11,4.0499999999999989,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,95,98,Valid
DFW01,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,99,102,Valid
FLL01,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,103,106,Valid
FLL02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,107,110,Valid
JAX01,4.0499999999999989,N/A,X,DX,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,111,114,Valid
JAX02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,115,118,Valid
LAS03,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,119,122,Valid
LAS04,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,123,126,Valid
LAS05,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,127,130,Valid
LOU02,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,131,134,Valid
LOU03,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,135,138,Valid
LOU04,4.0499999999999989,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,139,142,Valid
LOU05,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,143,146,Valid
MSP01,4.0499999999999989,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,147,150,Valid
NAS01,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,151,154,Valid
NAS02,4.0499999999999989,Yes,x,3 pumps,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,155,158,Valid
NAS03,4.0499999999999989,Yes,x,3 pumps,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,159,162,Valid
NAS04,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,163,166,Valid
NAS05,4.0499999999999989,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,62,167,170,Valid
